onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	165	1	9.909	2	1	1	NaN	NaN	1	0
14.647	200	2	14.347	2	1	0	2	2	1	0.479
19.045	200	3	18.745	1	1	0	1	1	1	0.449
22.057	200	4	21.757	1	0	0	1	1	1	0.565
25.789	200	5	25.489	2	1	0	2	2	1	0.553
28.934	200	6	28.634	1	0	0	1	1	1	0.888
33.492	200	7	33.192	2	1	0	2	2	1	0.61
37.811	200	8	37.511	2	0	0	2	2	1	0.619
40.889	200	9	40.589	2	0	0	2	2	1	0.661
46.22	200	10	45.92	2	1	0	2	2	1	0.674
50.325	198	11	50.025	2	1	1	NaN	NaN	1	0
53.884	200	12	53.584	1	0	0	1	1	1	0.506
57.082	200	13	56.782	1	0	0	1	1	1	0.46
60.187	231	14	59.887	2	1	1	NaN	NaN	1	0
63.653	200	15	63.353	2	0	0	2	2	1	0.521
66.918	264	16	66.618	1	1	1	NaN	NaN	1	0
70.876	297	17	70.576	2	1	1	NaN	NaN	1	0
74.768	200	18	74.468	1	0	0	1	1	1	0.518
78.246	200	19	77.946	2	0	0	2	2	1	0.496
81.645	200	20	81.345	1	0	0	1	1	1	0.553
87.242	200	21	86.942	1	1	0	1	1	1	0.548
90.268	200	22	89.968	1	1	0	1	1	1	0.578
93.226	200	23	92.926	2	1	0	2	2	1	0.492
98.864	200	24	98.564	1	0	0	1	1	1	0.558
103.369	200	25	103.069	1	1	0	1	1	1	0.853
106.647	200	26	106.347	1	1	0	1	1	1	0.703
109.553	330	27	109.253	1	1	1	NaN	NaN	1	0
113.191	363	28	112.891	1	1	1	NaN	NaN	1	0
117.682	396	29	117.382	2	1	1	NaN	2	0	0.78
121.294	363	30	120.994	2	1	1	NaN	NaN	1	0
125.252	396	31	124.952	1	1	1	NaN	NaN	1	0
128.171	200	32	127.871	2	1	0	2	2	1	1.259
131.436	200	33	131.136	2	1	0	2	2	1	0.53
134.955	429	34	134.655	2	1	1	NaN	2	0	0.539
138.273	200	35	137.973	2	0	0	2	2	1	0.501
141.659	200	36	141.359	1	1	0	1	1	1	0.723
146.017	200	37	145.717	1	0	0	1	1	1	0.429
149.055	200	38	148.755	2	1	0	2	2	1	0.551
151.961	200	39	151.661	2	1	0	2	2	1	0.421
159.011	396	40	158.711	2	1	1	NaN	NaN	1	0
162.303	200	41	162.003	1	1	0	1	1	1	0.511
165.901	200	42	165.601	2	1	0	2	2	1	0.625
169.087	200	43	168.787	1	0	0	1	1	1	0.527
172.725	200	44	172.425	1	0	0	1	1	1	0.761
175.697	429	45	175.397	1	1	1	NaN	1	0	0.501
178.802	200	46	178.502	1	0	0	1	1	1	0.508
181.988	200	47	181.688	1	1	0	1	1	1	1.242
184.893	200	48	184.593	2	1	0	2	2	1	0.473
187.785	200	49	187.485	1	0	0	1	1	1	0.485
190.89	200	50	190.59	2	1	0	2	2	1	0.532
195.515	200	51	195.215	2	1	0	2	2	1	0.659
199.407	200	52	199.107	1	1	0	1	1	1	0.567
205.564	200	53	205.264	1	1	0	1	1	1	0.522
211.402	200	54	211.102	2	0	0	2	2	1	0.54
214.587	200	55	214.287	2	1	0	2	2	1	0.611
217.825	200	56	217.525	1	1	0	1	1	1	0.445
224.183	200	57	223.883	1	1	0	1	1	1	0.535
228.168	200	58	227.868	2	0	0	2	2	1	0.422
231.473	200	59	231.173	1	1	0	1	1	1	0.517
236.524	200	60	236.224	2	0	0	2	2	1	0.474
239.483	200	61	239.183	1	1	0	1	1	1	0.507
242.468	396	62	242.168	1	1	1	NaN	1	0	0.562
246.12	363	63	245.82	1	1	1	NaN	1	0	0.582
249.518	200	64	249.218	2	0	0	2	2	1	0.544
255.676	200	65	255.376	2	0	0	2	2	1	0.522
261.34	200	66	261.04	2	1	0	2	2	1	0.73
265.325	200	67	265.025	2	0	0	2	2	1	0.473
268.87	200	68	268.57	1	0	0	1	1	1	0.56
271.829	200	69	271.529	2	1	0	2	2	1	0.657
274.961	200	70	274.661	1	1	0	1	1	1	0.469
277.893	200	71	277.593	2	0	0	2	2	1	0.497
281.904	200	72	281.604	1	0	0	1	1	1	0.59
286.742	200	73	286.442	1	0	0	1	1	1	0.424
289.661	330	74	289.361	1	1	1	NaN	1	0	0.417
293.179	200	75	292.879	2	0	0	2	2	1	0.571
297.058	200	76	296.758	2	0	0	2	2	1	0.508
301.096	200	77	300.796	2	0	0	2	2	1	0.462
304.681	200	78	304.381	1	1	0	1	1	1	0.429
307.72	200	79	307.42	1	0	0	1	1	1	0.422
312.144	200	80	311.844	2	0	0	2	2	1	0.414
