onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	1	1	0	1	1	1	0.418
13.115	200	2	12.815	2	0	0	2	2	1	0.576
17.153	165	3	16.853	2	1	1	NaN	2	0	0.538
20.458	200	4	20.158	1	1	0	1	1	1	0.537
23.404	200	5	23.104	1	1	0	1	2	0	0.447
26.389	132	6	26.089	1	1	1	NaN	1	0	0.51
30.347	200	7	30.047	1	1	0	1	1	1	0.76
36.705	200	8	36.405	1	1	0	1	1	1	0.746
40.69	200	9	40.39	2	1	0	2	1	0	0.665
44.581	200	10	44.281	2	1	0	2	2	1	0.67
47.5	200	11	47.2	2	1	0	2	1	0	0.407
50.765	200	12	50.465	2	0	0	2	2	1	0.734
56.429	200	13	56.129	2	1	0	2	2	1	0.59
60.747	200	14	60.447	1	1	0	1	1	1	0.624
63.653	200	15	63.353	1	0	0	1	1	1	0.942
66.692	99	16	66.392	2	1	1	NaN	2	0	0.647
70.663	200	17	70.363	1	1	0	1	NaN	0	0
73.702	200	18	73.402	1	0	0	1	1	1	0.869
78.207	200	19	77.907	1	0	0	1	1	1	0.532
81.405	200	20	81.105	2	0	0	2	2	1	0.83
84.591	200	21	84.291	2	0	0	2	2	1	0.796
88.469	200	22	88.169	2	1	0	2	2	1	0.446
91.614	200	23	91.314	2	1	0	2	2	1	0.637
98.664	200	24	98.364	2	1	0	2	2	1	0.491
103.062	66	25	102.762	2	1	1	NaN	NaN	1	0
106.941	99	26	106.641	2	1	1	NaN	2	0	0.606
111.392	200	27	111.092	1	1	0	1	1	1	0.699
116.443	200	28	116.143	2	0	0	2	2	1	0.936
120.455	200	29	120.155	2	1	0	2	NaN	0	0
123.587	66	30	123.287	1	1	1	NaN	NaN	1	0
126.506	200	31	126.206	2	0	0	2	2	1	0.505
129.584	99	32	129.284	1	1	1	NaN	NaN	1	0
133.236	200	33	132.936	2	0	0	2	2	1	0.743
136.635	200	34	136.335	1	0	0	1	1	1	0.832
140.113	200	35	139.813	2	1	0	2	2	1	0.634
144.098	132	36	143.798	2	1	1	NaN	NaN	1	0
147.563	200	37	147.263	2	1	0	2	2	1	0.664
150.749	165	38	150.449	1	1	1	NaN	NaN	1	0
154.147	200	39	153.847	2	0	0	2	NaN	0	0
160.304	200	40	160.004	1	1	0	1	1	1	0.691
164.663	200	41	164.363	2	1	0	2	2	1	0.468
167.555	200	42	167.255	1	1	0	1	1	1	0.56
171.153	200	43	170.853	1	1	0	1	1	1	0.85
174.432	200	44	174.132	1	0	0	1	1	1	0.595
178.856	200	45	178.556	1	1	0	1	1	1	0.427
184.694	198	46	184.394	1	1	1	NaN	1	0	0.437
188.332	200	47	188.032	1	0	0	1	1	1	0.591
191.531	200	48	191.231	1	0	0	1	1	1	0.544
196.369	165	49	196.069	1	1	1	NaN	NaN	1	0
200.86	200	50	200.56	1	0	0	1	1	1	0.703
204.592	200	51	204.292	1	1	0	1	1	1	0.891
210.749	198	52	210.449	2	1	1	NaN	2	0	0.63
214.361	200	53	214.061	1	1	0	1	1	1	0.602
217.373	200	54	217.073	1	0	0	1	NaN	0	0
220.292	200	55	219.992	1	0	0	1	1	1	0.551
223.264	200	56	222.964	1	0	0	1	1	1	0.555
228.861	200	57	228.561	2	0	0	2	2	1	0.879
232.407	200	58	232.107	2	1	0	2	1	0	0.389
238.044	165	59	237.744	2	1	1	NaN	2	0	0.816
241.363	200	60	241.063	2	1	0	2	2	1	0.728
244.601	200	61	244.301	2	0	0	2	2	1	0.547
247.68	200	62	247.38	2	1	0	2	2	1	0.58
251.785	132	63	251.485	1	1	1	NaN	NaN	1	0
255.317	200	64	255.017	2	0	0	2	2	1	0.959
258.582	165	65	258.282	1	1	1	NaN	NaN	1	0
261.687	200	66	261.387	2	0	0	2	2	1	0.757
265.272	200	67	264.972	1	0	0	1	1	1	0.756
268.911	200	68	268.611	2	1	0	2	2	1	0.685
273.535	200	69	273.235	2	0	0	2	NaN	0	0
276.841	200	70	276.541	2	0	0	2	2	1	0.907
282.172	200	71	281.872	1	1	0	1	1	1	0.504
285.21	200	72	284.91	1	1	0	1	1	1	0.594
288.142	200	73	287.842	1	0	0	1	1	1	0.63
291.101	200	74	290.801	1	0	0	1	1	1	0.511
295.659	200	75	295.359	2	0	0	2	2	1	0.497
298.618	200	76	298.318	2	0	0	2	2	1	0.498
302.003	200	77	301.703	1	0	0	1	1	1	0.625
305.109	200	78	304.809	1	0	0	1	1	1	0.903
308.214	198	79	307.914	2	1	1	NaN	NaN	1	0
311.772	200	80	311.472	2	1	0	2	2	1	0.664
