onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	1	0	0	1	1	1	0.385
14.633	200	2	14.333	2	0	0	2	2	1	0.301
17.819	165	3	17.519	2	1	1	NaN	NaN	1	0
21.697	200	4	21.397	1	1	0	1	1	1	0.437
24.975	200	5	24.675	2	0	0	2	2	1	0.314
29.014	200	6	28.714	1	1	0	1	1	1	0.435
31.919	200	7	31.619	1	0	0	1	1	1	0.341
36.477	198	8	36.177	1	1	1	NaN	1	0	0.453
40.102	200	9	39.802	1	1	0	1	1	1	0.453
43.047	165	10	42.747	2	1	1	NaN	NaN	1	0
47.486	200	11	47.186	2	1	0	2	2	1	0.621
51.47	200	12	51.17	2	0	0	2	2	1	0.446
54.549	200	13	54.249	1	1	0	1	1	1	0.383
59.6	200	14	59.3	2	1	0	2	2	1	0.397
62.492	198	15	62.192	1	1	1	NaN	1	0	0.391
66.97	200	16	66.67	1	0	0	1	1	1	0.692
70.169	200	17	69.869	1	1	0	1	1	1	0.393
76.006	200	18	75.706	2	1	0	2	2	1	0.366
79.192	200	19	78.892	1	1	0	1	1	1	0.55
83.55	165	20	83.25	2	1	1	NaN	NaN	1	0
86.882	200	21	86.582	2	0	0	2	2	1	0.483
90.187	200	22	89.887	2	1	0	2	2	1	0.459
95.824	200	23	95.524	1	0	0	1	1	1	0.43
100.662	200	24	100.362	2	1	0	2	2	1	0.415
104.98	200	25	104.68	2	0	0	2	2	1	0.416
108.059	200	26	107.759	1	0	0	1	1	1	0.651
111.164	200	27	110.864	1	0	0	1	1	1	0.477
115.669	200	28	115.369	1	1	0	1	1	1	0.51
118.708	200	29	118.408	1	0	0	1	1	1	0.997
121.746	200	30	121.446	2	0	0	2	2	1	0.25
127.077	200	31	126.777	2	1	0	2	2	1	0.427
134.127	200	32	133.827	1	0	0	1	1	1	0.399
137.086	198	33	136.786	2	1	1	NaN	2	0	0.41
140.551	200	34	140.251	2	0	0	2	2	1	0.413
146.216	200	35	145.916	2	1	0	2	2	1	0.422
149.481	200	36	149.181	2	1	0	2	2	1	0.416
153.586	200	37	153.286	2	0	0	2	2	1	0.372
156.971	200	38	156.671	1	1	0	1	1	1	0.607
163.128	165	39	162.828	1	1	1	NaN	1	0	0.349
167.086	200	40	166.786	1	0	0	1	1	1	0.435
170.192	200	41	169.892	2	1	0	2	2	1	0.31
173.43	200	42	173.13	1	0	0	1	1	1	0.495
177.162	200	43	176.862	1	1	0	1	1	1	0.527
183.519	200	44	183.219	2	0	0	2	2	1	0.293
186.478	200	45	186.178	2	1	0	2	2	1	0.402
189.397	200	46	189.097	1	1	0	1	1	1	0.405
193.381	200	47	193.081	2	1	0	2	2	1	0.327
197.273	200	48	196.973	2	0	0	2	2	1	0.374
201.285	132	49	200.985	1	1	1	NaN	NaN	1	0
204.816	200	50	204.516	1	0	0	1	1	1	0.429
207.788	200	51	207.488	2	0	0	2	2	1	0.373
211.667	200	52	211.367	1	0	0	1	1	1	0.382
217.264	200	53	216.964	1	1	0	1	1	1	0.471
220.25	165	54	219.95	2	1	1	NaN	2	0	0.337
223.542	200	55	223.242	1	1	0	1	1	1	0.37
226.474	200	56	226.174	2	0	0	2	2	1	0.712
230.059	132	57	229.759	1	1	1	NaN	NaN	1	0
233.164	200	58	232.864	2	0	0	2	2	1	0.368
236.562	200	59	236.262	1	0	0	1	1	1	0.4
239.481	200	60	239.181	2	0	0	2	2	1	0.258
245.638	200	61	245.338	2	1	0	2	2	1	0.371
250.037	200	62	249.737	2	0	0	2	2	1	0.396
253.582	165	63	253.282	2	1	1	NaN	NaN	1	0
257.14	200	64	256.84	1	1	0	1	1	1	0.442
260.045	198	65	259.745	1	1	1	NaN	1	0	0.468
263.697	165	66	263.397	1	1	1	NaN	NaN	1	0
267.096	200	67	266.796	1	1	0	1	2	0	0.248
270.694	200	68	270.394	2	0	0	2	2	1	0.446
273.959	200	69	273.659	2	1	0	2	2	1	0.412
277.091	200	70	276.791	1	0	0	1	1	1	0.37
280.57	200	71	280.27	1	1	0	1	1	1	0.33
283.582	198	72	283.282	2	1	1	NaN	NaN	1	0
287.54	200	73	287.24	2	1	0	2	2	1	0.326
292.165	200	74	291.865	1	0	0	1	1	1	0.382
295.363	200	75	295.063	1	0	0	1	1	1	0.407
299.002	200	76	298.702	2	1	0	2	2	1	0.229
302.147	231	77	301.847	1	1	1	NaN	1	0	0.344
305.066	200	78	304.766	1	1	0	1	2	0	0.266
308.104	198	79	307.804	2	1	1	NaN	2	0	0.411
311.716	200	80	311.416	2	1	0	2	2	1	0.599
