onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	2	0	0	2	2	1	0.422
14.247	200	2	13.947	1	0	0	1	1	1	0.32
17.979	200	3	17.679	1	0	0	1	1	1	0.34
21.458	200	4	21.158	1	0	0	1	1	1	0.229
24.563	200	5	24.263	1	1	0	1	2	0	0.276
30.72	200	6	30.42	2	0	0	2	2	1	0.495
33.666	200	7	33.366	2	1	0	2	2	1	0.485
37.784	200	8	37.484	2	1	0	2	2	1	0.495
41.302	200	9	41.002	2	0	0	2	2	1	0.401
44.381	165	10	44.081	1	1	1	NaN	1	0	0.426
48.046	200	11	47.746	1	0	0	1	1	1	0.377
53.644	200	12	53.344	1	1	0	1	1	1	0.435
56.629	200	13	56.329	1	1	0	1	1	1	0.418
62.986	200	14	62.686	1	0	0	1	1	1	0.397
65.945	200	15	65.645	1	0	0	1	1	1	0.39
69.05	132	16	68.75	2	1	1	NaN	NaN	1	0
73.008	200	17	72.708	2	0	0	2	2	1	0.431
76.194	165	18	75.894	2	1	1	NaN	NaN	1	0
80.632	198	19	80.332	1	1	1	NaN	1	0	0.463
84.164	200	20	83.864	2	0	0	2	2	1	0.443
88.175	200	21	87.875	2	1	0	2	2	1	0.455
91.44	200	22	91.14	2	1	0	2	2	1	0.407
94.332	200	23	94.032	2	1	0	2	2	1	0.555
97.464	200	24	97.164	2	0	0	2	2	1	0.407
102.795	200	25	102.495	2	1	0	2	2	1	0.42
106.687	200	26	106.387	1	1	0	1	1	1	0.44
111.045	200	27	110.745	1	0	0	1	1	1	0.482
114.244	200	28	113.944	1	1	0	1	1	1	0.49
118.229	200	29	117.929	2	0	0	2	2	1	0.481
121.307	200	30	121.007	1	1	0	1	1	1	0.403
126.359	200	31	126.059	2	1	0	2	2	1	0.423
133.409	200	32	133.109	2	1	0	2	2	1	0.445
139.046	200	33	138.746	2	1	0	2	2	1	0.456
142.192	200	34	141.892	2	1	0	2	2	1	0.558
145.377	200	35	145.077	1	0	0	1	1	1	0.445
148.349	200	36	148.049	1	1	0	1	1	1	0.537
151.361	200	37	151.061	1	0	0	1	1	1	0.397
154.56	200	38	154.26	2	1	0	2	1	0	0.422
158.544	200	39	158.244	1	1	0	1	1	1	0.414
161.45	165	40	161.15	1	1	1	NaN	1	0	0.428
165.928	200	41	165.628	2	0	0	2	1	0	0.438
172.085	132	42	171.785	1	1	1	NaN	1	0	0.425
176.043	200	43	175.743	2	0	0	2	2	1	0.435
179.922	200	44	179.622	1	1	0	1	1	1	0.436
182.854	99	45	182.554	2	1	1	NaN	NaN	1	0
186.479	132	46	186.179	1	1	1	NaN	1	0	0.423
189.398	200	47	189.098	1	0	0	1	1	1	0.48
193.036	200	48	192.736	2	0	0	2	1	0	0.386
198.7	99	49	198.4	2	1	1	NaN	NaN	1	0
202.579	200	50	202.279	2	0	0	2	2	1	0.411
206.124	200	51	205.824	1	1	0	1	1	1	0.45
209.069	200	52	208.769	2	1	0	2	2	1	0.465
211.988	132	53	211.688	1	1	1	NaN	1	0	0.434
215.36	200	54	215.06	1	0	0	1	1	1	0.526
219.878	200	55	219.578	1	0	0	1	1	1	0.432
224.436	99	56	224.136	2	1	1	NaN	2	0	0.41
227.754	200	57	227.454	2	0	0	2	2	1	0.428
231.059	66	58	230.759	2	1	1	NaN	NaN	1	0
234.525	200	59	234.225	2	0	0	2	2	1	0.553
238.11	200	60	237.81	1	1	0	1	1	1	0.488
243.947	200	61	243.647	2	1	0	2	2	1	0.395
247.186	200	62	246.886	2	0	0	2	2	1	0.524
250.571	99	63	250.271	1	1	1	NaN	1	0	0.419
253.676	200	64	253.376	1	1	0	1	1	1	0.482
256.715	200	65	256.415	1	0	0	1	1	1	0.523
261.553	66	66	261.253	2	1	1	NaN	NaN	1	0
265.111	200	67	264.811	1	0	0	1	1	1	0.399
268.15	200	68	267.85	1	0	0	1	1	1	0.464
271.069	99	69	270.769	2	1	1	NaN	NaN	1	0
274.361	200	70	274.061	1	1	0	1	1	1	0.669
277.266	200	71	276.966	2	0	0	2	2	1	0.492
280.664	200	72	280.364	2	1	0	2	2	1	0.526
285.063	200	73	284.763	2	1	0	2	2	1	0.599
289.381	200	74	289.081	2	1	0	2	2	1	0.657
294.005	200	75	293.705	1	1	0	1	1	1	0.665
297.284	200	76	296.984	2	0	0	2	2	1	0.658
300.549	200	77	300.249	1	1	0	1	1	1	0.497
304.148	200	78	303.848	1	1	0	1	1	1	0.506
307.186	200	79	306.886	1	0	0	1	1	1	0.54
311.611	132	80	311.311	1	1	1	NaN	1	0	0.355
