onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.212	165	1	9.912	2	1	1	NaN	2	0	0.369
13.506	200	2	13.206	2	1	0	2	2	1	0.39
16.399	200	3	16.099	2	0	0	2	1	0	0.392
19.665	200	4	19.365	1	1	0	1	1	1	0.397
22.678	200	5	22.378	2	1	0	2	2	1	0.38
26.784	200	6	26.484	2	1	0	2	2	1	0.346
31.104	200	7	30.804	1	0	0	1	1	1	0.401
34.584	200	8	34.284	2	0	0	2	2	1	0.292
37.53	132	9	37.23	1	1	1	NaN	1	0	0.332
42.01	200	10	41.71	1	1	0	1	1	1	0.389
46.369	200	11	46.069	1	0	0	1	1	1	0.412
49.276	200	12	48.976	1	0	0	1	1	1	0.336
52.462	99	13	52.162	1	1	1	NaN	NaN	1	0
55.862	200	14	55.562	2	1	0	2	2	1	0.409
59.368	132	15	59.068	1	1	1	NaN	NaN	1	0
62.901	200	16	62.601	2	1	0	2	2	1	0.375
66.168	165	17	65.868	1	1	1	NaN	1	0	0.308
69.274	200	18	68.974	1	1	0	1	1	1	0.353
75.434	200	19	75.134	2	0	0	2	2	1	0.392
78.74	200	20	78.44	2	0	0	2	2	1	0.401
81.82	132	21	81.52	1	1	1	NaN	1	0	0.397
85.473	200	22	85.173	1	0	0	1	1	1	0.437
88.512	99	23	88.212	1	1	1	NaN	NaN	1	0
92.485	200	24	92.185	2	0	0	2	2	1	0.335
95.672	200	25	95.372	2	1	0	2	2	1	0.404
98.858	132	26	98.558	2	1	1	NaN	NaN	1	0
102.165	200	27	101.865	2	0	0	2	2	1	0.354
105.551	200	28	105.251	2	0	0	2	2	1	0.32
109.137	200	29	108.837	2	1	0	2	2	1	0.433
112.044	200	30	111.744	1	1	0	1	1	1	0.35
115.323	200	31	115.023	1	1	0	1	1	1	0.307
118.257	200	32	117.957	1	0	0	1	1	1	0.269
123.096	200	33	122.796	2	1	0	2	2	1	0.37
127.722	200	34	127.422	2	1	0	2	2	1	0.359
131.615	165	35	131.315	2	1	1	NaN	2	0	0.409
135.242	132	36	134.942	2	1	1	NaN	2	0	0.356
138.708	200	37	138.408	1	1	0	1	1	1	0.462
141.615	200	38	141.315	1	1	0	1	1	1	0.445
145.201	200	39	144.901	2	1	0	2	2	1	0.318
149.187	200	40	148.887	1	1	0	1	1	1	0.325
152.214	200	41	151.914	2	0	0	2	2	1	0.38
155.293	99	42	154.993	2	1	1	NaN	NaN	1	0
159.746	200	43	159.446	1	0	0	1	1	1	0.301
162.853	200	44	162.553	2	0	0	2	2	1	0.345
166.719	200	45	166.419	2	1	0	2	2	1	0.42
171.119	200	46	170.819	1	0	0	1	1	1	0.313
174.078	132	47	173.778	2	1	1	NaN	2	0	0.318
177.958	200	48	177.658	1	0	0	1	1	1	0.258
181.145	200	49	180.845	1	0	0	1	1	1	0.345
184.264	99	50	183.964	2	1	1	NaN	2	0	0.32
188.224	200	51	187.924	1	1	0	1	1	1	0.357
193.277	200	52	192.977	2	0	0	2	2	1	0.37
196.823	66	53	196.523	1	1	1	NaN	NaN	1	0
200.463	200	54	200.163	2	1	0	2	2	1	0.394
207.516	200	55	207.216	1	0	0	1	1	1	0.32
211.142	200	56	210.842	2	0	0	2	2	1	0.332
216.475	99	57	216.175	1	1	1	NaN	NaN	1	0
219.395	132	58	219.095	2	1	1	NaN	2	0	0.372
222.941	200	59	222.641	1	1	0	1	1	1	0.31
226.927	200	60	226.627	1	0	0	1	1	1	0.338
229.9	200	61	229.6	1	0	0	1	1	1	0.41
234.407	200	62	234.107	1	0	0	1	1	1	0.323
238.14	200	63	237.84	2	0	0	2	2	1	0.371
242.179	200	64	241.879	2	1	0	2	2	1	0.383
247.806	200	65	247.506	2	0	0	2	2	1	0.336
251.832	200	66	251.532	1	1	0	1	1	1	0.414
254.778	200	67	254.478	1	0	0	1	1	1	0.407
260.364	200	68	260.064	2	1	0	2	2	1	0.359
263.511	200	69	263.211	2	0	0	2	2	1	0.285
266.897	200	70	266.597	2	0	0	2	2	1	0.397
272.563	200	71	272.263	1	1	0	1	1	1	0.42
275.55	200	72	275.25	2	1	0	2	2	1	0.367
278.776	200	73	278.476	1	1	0	1	1	1	0.385
285.136	200	74	284.836	1	1	0	1	1	1	0.358
288.042	200	75	287.742	1	1	0	1	1	1	0.36
293.882	200	76	293.582	1	1	0	1	1	1	0.357
296.908	200	77	296.608	2	1	0	2	2	1	0.398
300.054	200	78	299.754	1	0	0	1	1	1	0.346
304.481	200	79	304.181	2	0	0	2	2	1	0.346
310.64	200	80	310.34	1	0	0	1	1	1	0.377
