onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	1	0	0	1	1	1	1.416
15.806	200	2	15.506	2	0	0	2	2	1	0.451
19.192	200	3	18.892	1	1	0	1	1	1	0.457
22.177	200	4	21.877	1	1	0	1	1	1	0.56
27.228	165	5	26.928	1	1	1	NaN	NaN	1	0
30.76	200	6	30.46	2	1	0	2	2	1	0.865
36.397	200	7	36.097	1	1	0	1	1	1	0.452
42.235	200	8	41.935	1	1	0	1	1	1	0.454
46.593	200	9	46.293	1	1	0	1	1	1	0.696
49.538	200	10	49.238	2	0	0	2	2	1	0.767
53.123	200	11	52.823	1	0	0	1	1	1	0.43
56.229	198	12	55.929	2	1	1	NaN	2	0	0.452
60.187	165	13	59.887	2	1	1	NaN	2	0	0.582
64.638	132	14	64.338	1	1	1	NaN	1	0	0.435
68.597	200	15	68.297	1	1	0	1	1	1	0.54
71.635	200	16	71.335	2	0	0	2	2	1	0.51
76.966	99	17	76.666	2	1	1	NaN	NaN	1	0
80.298	200	18	79.998	1	0	0	1	1	1	0.447
84.803	200	19	84.503	2	1	0	2	2	1	0.533
87.935	200	20	87.635	2	0	0	2	2	1	0.593
91.946	200	21	91.646	1	0	0	1	1	1	0.518
95.052	132	22	94.752	1	1	1	NaN	NaN	1	0
98.157	200	23	97.857	1	0	0	1	1	1	0.667
101.635	200	24	101.335	1	1	0	1	1	1	0.413
104.541	200	25	104.241	2	0	0	2	2	1	0.643
107.846	200	26	107.546	1	0	0	1	1	1	0.45
112.684	165	27	112.384	2	1	1	NaN	NaN	1	0
115.989	200	28	115.689	2	0	0	2	2	1	0.763
119.534	198	29	119.234	1	1	1	NaN	NaN	1	0
122.453	231	30	122.153	1	1	1	NaN	1	0	0.451
126.118	200	31	125.818	2	1	0	2	1	0	0.69
133.168	200	32	132.868	1	0	0	1	1	1	0.456
136.9	200	33	136.6	2	0	0	2	2	1	0.588
140.165	198	34	139.865	1	1	1	NaN	NaN	1	0
144.643	200	35	144.343	2	1	0	2	2	1	0.469
148.535	200	36	148.235	1	0	0	1	1	1	0.625
151.507	200	37	151.207	1	1	0	1	1	1	0.549
154.519	200	38	154.219	1	1	0	1	1	1	0.545
158.117	200	39	157.817	2	1	0	2	2	1	0.595
162.222	200	40	161.922	2	0	0	2	1	0	0.754
167.886	200	41	167.586	1	1	0	1	1	1	0.514
170.792	200	42	170.492	1	0	0	1	1	1	0.536
174.43	231	43	174.13	2	1	1	NaN	2	0	0.586
177.895	200	44	177.595	1	0	0	1	1	1	0.505
180.854	200	45	180.554	2	1	0	2	2	1	1.098
184.093	200	46	183.793	2	0	0	2	2	1	0.715
187.171	200	47	186.871	1	1	0	1	1	1	0.485
190.197	200	48	189.897	1	0	0	1	1	1	0.451
193.409	200	49	193.109	1	1	0	1	1	1	0.423
197.394	200	50	197.094	2	1	0	2	2	1	0.566
200.579	200	51	200.279	2	0	0	2	2	1	1.037
204.617	200	52	204.317	2	0	0	2	2	1	0.407
208.495	198	53	208.195	2	1	1	NaN	NaN	1	0
212.36	200	54	212.06	2	1	0	2	2	1	0.496
215.879	200	55	215.579	2	0	0	2	2	1	0.473
219.277	200	56	218.977	2	1	0	2	2	1	0.971
222.169	231	57	221.869	1	1	1	NaN	1	0	0.479
225.568	200	58	225.268	2	1	0	2	2	1	0.48
229.553	200	59	229.253	1	1	0	1	1	1	0.511
232.485	200	60	232.185	2	0	0	2	1	0	0.683
235.444	200	61	235.144	2	0	0	2	2	1	1.012
241.601	198	62	241.301	2	1	1	NaN	2	0	0.455
245.226	200	63	244.926	1	1	0	1	1	1	0.422
248.504	200	64	248.204	1	1	0	1	1	1	0.432
254.662	200	65	254.362	1	0	0	1	1	1	0.466
259.22	200	66	258.92	2	1	0	2	2	1	0.548
262.365	200	67	262.065	1	0	0	1	1	1	0.563
265.284	200	68	264.984	2	1	0	2	1	0	0.636
269.682	200	69	269.382	1	0	0	1	1	1	0.503
272.88	200	70	272.58	2	1	0	2	2	1	0.512
276.146	165	71	275.846	2	1	1	NaN	NaN	1	0
279.704	200	72	279.404	1	0	0	1	1	1	0.6
284.129	198	73	283.829	1	1	1	NaN	NaN	1	0
287.767	200	74	287.467	2	1	0	2	2	1	0.553
290.673	200	75	290.373	1	0	0	1	1	1	0.607
293.725	200	76	293.425	2	1	0	2	2	1	0.651
298.349	200	77	298.049	1	1	0	1	1	1	0.619
304.707	200	78	304.407	2	0	0	2	2	1	0.525
307.785	200	79	307.485	2	1	0	2	2	1	0.599
312.103	200	80	311.803	2	0	0	2	2	1	0.537
