onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	1	1	0	1	1	1	0.542
13.221	200	2	12.921	2	0	0	2	2	1	0.418
16.299	200	3	15.999	1	0	0	1	1	1	0.38
19.338	200	4	19.038	2	0	0	2	2	1	0.397
23.216	165	5	22.916	1	1	1	NaN	1	0	0.375
26.868	200	6	26.568	2	1	0	2	2	1	0.427
29.787	200	7	29.487	1	0	0	1	1	1	0.388
32.892	200	8	32.592	2	0	0	2	2	1	0.459
38.556	200	9	38.256	1	1	0	1	1	1	0.275
41.462	200	10	41.162	1	1	0	1	1	1	0.553
44.367	132	11	44.067	1	1	1	NaN	2	0	0.352
48.845	200	12	48.545	1	0	0	1	1	1	0.338
53.683	200	13	53.383	2	0	0	2	2	1	0.484
56.868	200	14	56.568	1	1	0	1	1	1	0.379
59.8	200	15	59.5	1	1	0	1	1	1	0.439
65.638	200	16	65.338	1	0	0	1	1	1	0.369
68.61	200	17	68.31	2	0	0	2	2	1	0.477
72.008	200	18	71.708	2	1	0	2	2	1	0.487
76.326	99	19	76.026	2	1	1	NaN	NaN	1	0
79.965	200	20	79.665	2	0	0	2	2	1	0.498
84.003	200	21	83.703	2	0	0	2	2	1	0.436
87.548	200	22	87.248	1	1	0	1	1	1	0.491
91.906	132	23	91.606	2	1	1	NaN	2	0	0.365
95.225	200	24	94.925	1	0	0	1	1	1	0.302
98.184	99	25	97.884	2	1	1	NaN	NaN	1	0
101.489	200	26	101.189	2	1	0	2	1	0	0.43
105.887	200	27	105.587	1	1	0	1	1	1	0.416
109.872	200	28	109.572	1	1	0	1	1	1	0.511
116.029	200	29	115.729	2	1	0	2	2	1	0.474
119.161	200	30	118.861	2	0	0	2	1	0	0.326
122.746	132	31	122.446	2	1	1	NaN	2	0	0.429
126.305	200	32	126.005	2	1	0	2	2	1	0.398
129.543	200	33	129.243	2	1	0	2	2	1	0.448
133.528	200	34	133.228	1	1	0	1	1	1	0.399
137.127	200	35	136.827	2	0	0	2	2	1	0.536
141.138	200	36	140.838	1	1	0	1	1	1	0.373
144.177	200	37	143.877	2	1	0	2	2	1	0.246
147.442	200	38	147.142	1	1	0	1	1	1	0.517
150.481	200	39	150.181	1	0	0	1	1	1	0.382
153.4	200	40	153.1	2	0	0	2	2	1	0.383
156.478	99	41	156.178	2	1	1	NaN	2	0	0.345
160.45	200	42	160.15	1	0	0	1	1	1	0.333
164.088	66	43	163.788	2	1	1	NaN	2	0	0.375
168.526	200	44	168.226	2	1	0	2	2	1	0.441
173.151	200	45	172.851	1	0	0	1	1	1	0.344
176.349	200	46	176.049	1	0	0	1	1	1	0.45
180.081	200	47	179.781	2	1	0	2	2	1	0.462
184.186	33	48	183.886	1	1	1	NaN	1	0	0.413
187.291	200	49	186.991	1	0	0	1	1	1	0.428
191.716	200	50	191.416	1	0	0	1	1	1	0.371
197.314	200	51	197.014	1	1	0	1	1	1	0.389
200.299	200	52	199.999	2	0	0	2	2	1	0.364
203.684	200	53	203.384	2	1	0	2	2	1	0.467
206.87	200	54	206.57	2	0	0	2	2	1	0.433
210.175	200	55	209.875	2	1	0	2	2	1	0.424
213.693	200	56	213.393	2	0	0	2	2	1	0.338
216.652	200	57	216.352	2	1	0	2	2	1	0.387
219.797	200	58	219.497	2	0	0	2	2	1	0.37
225.128	33	59	224.828	2	1	1	NaN	2	0	0.343
228.607	200	60	228.307	2	1	0	2	2	1	0.336
232.498	33	61	232.198	1	1	1	NaN	NaN	1	0
235.43	200	62	235.13	2	1	0	2	2	1	0.417
241.068	200	63	240.768	1	1	0	1	1	1	0.387
246.119	200	64	245.819	1	1	0	1	1	1	0.448
249.064	200	65	248.764	2	1	0	2	2	1	0.383
251.957	66	66	251.657	1	1	1	NaN	1	0	0.402
255.595	200	67	255.295	1	0	0	1	1	1	0.404
258.794	33	68	258.494	2	1	1	NaN	2	0	0.349
262.672	200	69	262.372	2	0	0	2	2	1	0.415
265.937	200	70	265.637	2	0	0	2	2	1	0.446
272.094	200	71	271.794	2	1	0	2	2	1	0.585
279.145	200	72	278.845	1	1	0	1	1	1	0.414
282.423	33	73	282.123	1	1	1	NaN	NaN	1	0
286.395	200	74	286.095	1	0	0	1	1	1	0.444
289.5	200	75	289.2	1	0	0	1	1	1	0.339
292.979	200	76	292.679	1	1	0	1	1	1	0.38
299.336	200	77	299.036	1	0	0	1	1	1	0.447
303.841	66	78	303.541	1	1	1	NaN	NaN	1	0
307.239	200	79	306.939	1	0	0	1	1	1	0.328
311.797	99	80	311.497	1	1	1	NaN	NaN	1	0
