onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	2	0	0	2	2	1	1.076
14.221	165	2	13.921	1	1	1	NaN	1	0	0.624
17.14	200	3	16.84	2	1	0	2	2	1	0.817
22.777	200	4	22.477	2	0	0	2	2	1	0.508
26.655	200	5	26.355	1	1	0	1	2	0	0.503
32.493	200	6	32.193	2	1	0	2	2	1	0.544
35.625	200	7	35.325	1	1	0	1	1	1	0.556
39.223	132	8	38.923	1	1	1	NaN	NaN	1	0
43.168	200	9	42.868	1	0	0	1	1	1	0.421
47.726	165	10	47.426	1	1	1	NaN	1	0	0.495
51.378	132	11	51.078	1	1	1	NaN	1	0	0.436
54.483	200	12	54.183	2	1	0	2	2	1	0.61
58.881	200	13	58.581	2	0	0	2	2	1	0.516
62.147	200	14	61.847	1	1	0	1	1	1	0.466
66.132	99	15	65.832	2	1	1	NaN	NaN	1	0
70.09	132	16	69.79	2	1	1	NaN	NaN	1	0
73.382	200	17	73.082	1	0	0	1	1	1	0.495
76.58	200	18	76.28	1	0	0	1	1	1	0.433
80.219	200	19	79.919	2	0	0	2	2	1	0.538
84.257	200	20	83.957	1	0	0	1	1	1	0.444
88.682	200	21	88.382	1	1	0	1	1	1	0.451
94.839	200	22	94.539	1	0	0	1	1	1	0.558
97.798	200	23	97.498	2	1	0	2	2	1	1.183
101.903	165	24	101.603	2	1	1	NaN	NaN	1	0
106.341	198	25	106.041	2	1	1	NaN	2	0	0.624
110.219	200	26	109.919	1	1	0	1	1	1	0.426
114.577	200	27	114.277	1	0	0	1	1	1	0.548
117.682	165	28	117.382	1	1	1	NaN	NaN	1	0
121.081	200	29	120.781	1	0	0	1	1	1	0.484
124.12	200	30	123.82	2	1	0	2	2	1	0.453
128.105	200	31	127.805	2	0	0	2	2	1	0.524
131.183	200	32	130.883	2	1	0	2	2	1	0.526
135.075	200	33	134.775	1	1	0	1	1	1	0.53
138.087	200	34	137.787	1	0	0	1	1	1	1.054
142.925	200	35	142.625	1	1	0	1	1	1	0.952
145.83	200	36	145.53	2	0	0	2	2	1	0.439
149.375	200	37	149.075	2	0	0	2	2	1	0.67
152.68	200	38	152.38	2	0	0	2	2	1	0.709
158.345	200	39	158.045	2	0	0	2	2	1	0.452
161.303	200	40	161.003	1	1	0	1	1	1	0.446
164.249	200	41	163.949	1	0	0	1	1	1	0.532
167.727	200	42	167.427	2	1	0	2	2	1	0.534
170.619	198	43	170.319	2	1	1	NaN	2	0	0.386
174.178	200	44	173.878	1	1	0	1	1	1	0.715
177.083	200	45	176.783	1	1	0	1	1	1	0.834
180.362	200	46	180.062	1	1	0	1	1	1	0.523
186.719	200	47	186.419	2	0	0	2	2	1	0.422
190.118	200	48	189.818	2	0	0	2	2	1	0.543
193.303	200	49	193.003	1	0	0	1	1	1	0.814
196.275	165	50	195.975	2	1	1	NaN	NaN	1	0
199.9	200	51	199.6	2	0	0	2	NaN	0	0
203.285	200	52	202.985	2	1	0	2	2	1	0.784
206.524	200	53	206.224	2	0	0	2	2	1	0.785
211.855	200	54	211.555	2	1	0	2	2	1	0.534
216.479	200	55	216.179	2	0	0	2	2	1	0.526
220.064	200	56	219.764	2	1	0	2	2	1	0.893
223.21	198	57	222.91	2	1	1	NaN	NaN	1	0
226.528	231	58	226.228	1	1	1	NaN	NaN	1	0
230.167	200	59	229.867	1	0	0	1	1	1	0.55
234.671	200	60	234.371	1	1	0	1	1	1	0.534
237.657	200	61	237.357	1	1	0	1	1	1	0.388
240.695	200	62	240.395	2	1	0	2	2	1	0.766
244.214	200	63	243.914	2	1	0	2	2	1	0.647
247.479	200	64	247.179	1	1	0	1	1	1	0.734
250.411	200	65	250.111	2	0	0	2	2	1	0.498
253.49	200	66	253.19	1	0	0	1	1	1	0.651
256.409	264	67	256.109	1	1	1	NaN	1	0	0.58
259.927	200	68	259.627	1	0	0	1	1	1	0.462
263.659	231	69	263.359	1	1	1	NaN	1	0	0.458
268.137	200	70	267.837	2	1	0	2	2	1	0.764
271.056	198	71	270.756	2	1	1	NaN	NaN	1	0
274.507	200	72	274.207	2	1	0	2	2	1	0.61
278.826	200	73	278.526	1	0	0	1	1	1	0.475
284.423	200	74	284.123	1	0	0	1	1	1	0.606
287.622	200	75	287.322	1	0	0	1	1	1	1.127
290.727	200	76	290.427	2	0	0	2	2	1	0.958
296.884	200	77	296.584	2	1	0	2	2	1	0.537
303.935	200	78	303.635	1	1	0	1	1	1	0.582
306.973	200	79	306.673	2	1	0	2	1	0	0.624
310.159	200	80	309.859	1	1	0	1	1	1	0.55
