onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	1	0	0	1	1	1	0.611
13.181	200	2	12.881	1	0	0	1	1	1	0.415
17.686	200	3	17.386	1	0	0	1	1	1	0.334
21.324	200	4	21.024	1	1	0	1	1	1	0.328
27.482	200	5	27.182	2	0	0	2	2	1	0.386
30.747	200	6	30.447	1	1	0	1	1	1	0.385
33.759	165	7	33.459	2	1	1	NaN	NaN	1	0
38.197	200	8	37.897	1	1	0	1	1	1	0.455
43.248	200	9	42.948	1	0	0	1	1	1	0.388
48.846	200	10	48.546	2	0	0	2	2	1	0.438
51.924	200	11	51.624	1	0	0	1	1	1	0.432
56.762	198	12	56.462	2	1	1	NaN	NaN	1	0
60.321	200	13	60.021	1	0	0	1	1	1	0.955
63.279	200	14	62.979	1	1	0	1	1	1	0.597
66.305	200	15	66.005	1	0	0	1	1	1	0.467
69.237	200	16	68.937	2	0	0	2	2	1	0.399
74.901	200	17	74.601	1	1	0	1	1	1	0.535
77.886	231	18	77.586	2	1	1	NaN	2	0	0.414
81.765	200	19	81.465	1	0	0	1	1	1	0.519
86.323	200	20	86.023	2	0	0	2	2	1	0.481
89.721	200	21	89.421	1	0	0	1	1	1	0.475
92.76	200	22	92.46	1	1	0	1	1	1	0.5
97.118	200	23	96.818	2	1	0	2	2	1	0.462
101.743	200	24	101.443	2	1	0	2	2	1	0.413
104.875	200	25	104.575	2	1	0	2	2	1	0.401
109.193	200	26	108.893	1	1	0	1	1	1	0.395
112.098	198	27	111.798	2	1	1	NaN	2	0	0.402
115.723	200	28	115.423	2	1	0	2	2	1	0.449
119.242	200	29	118.942	1	1	0	1	1	1	0.482
123.227	200	30	122.927	2	1	0	2	2	1	0.753
127.332	200	31	127.032	2	0	0	2	2	1	0.552
130.637	165	32	130.337	1	1	1	NaN	NaN	1	0
135.115	200	33	134.815	1	1	0	1	1	1	0.593
138.713	200	34	138.413	2	0	0	2	2	1	0.595
144.871	200	35	144.571	2	1	0	2	2	1	0.493
148.136	200	36	147.836	1	1	0	1	1	1	1.084
151.041	198	37	150.741	1	1	1	NaN	NaN	1	0
155	231	38	154.7	2	1	1	NaN	2	0	0.356
158.305	200	39	158.005	2	1	0	2	2	1	0.507
162.703	200	40	162.403	2	1	0	2	2	1	0.461
166.688	200	41	166.388	1	1	0	1	1	1	0.404
169.966	200	42	169.666	2	1	0	2	2	1	1.046
175.604	200	43	175.304	2	1	0	2	2	1	0.88
179.496	198	44	179.196	1	1	1	NaN	1	0	0.372
182.414	200	45	182.114	1	1	0	1	1	1	0.51
185.36	165	46	185.06	2	1	1	NaN	NaN	1	0
188.678	200	47	188.378	1	0	0	1	1	1	0.518
192.157	200	48	191.857	2	0	0	2	2	1	0.959
195.542	200	49	195.242	2	1	0	2	2	1	0.446
202.592	198	50	202.292	1	1	1	NaN	1	0	0.428
206.124	200	51	205.824	1	0	0	1	1	1	0.456
209.229	200	52	208.929	1	1	0	1	2	0	0.639
212.161	165	53	211.861	2	1	1	NaN	NaN	1	0
215.627	200	54	215.327	2	1	0	2	2	1	0.505
218.772	198	55	218.472	1	1	1	NaN	NaN	1	0
221.877	200	56	221.577	1	0	0	1	1	1	0.463
224.982	200	57	224.682	1	0	0	1	1	1	0.518
228.168	200	58	227.868	2	1	0	2	2	1	0.884
231.406	231	59	231.106	2	1	1	NaN	NaN	1	0
235.365	264	60	235.065	1	1	1	NaN	1	0	0.455
239.003	231	61	238.703	1	1	1	NaN	NaN	1	0
242.668	200	62	242.368	2	1	0	2	2	1	0.712
245.587	200	63	245.287	1	1	0	1	1	1	0.433
251.424	200	64	251.124	1	0	0	1	1	1	0.428
254.623	264	65	254.323	1	1	1	NaN	NaN	1	0
258.008	200	66	257.708	2	0	0	2	2	1	0.516
260.967	200	67	260.667	2	0	0	2	2	1	0.693
264.552	200	68	264.252	1	1	0	1	1	1	0.492
270.909	200	69	270.609	1	0	0	1	1	1	0.407
274.641	200	70	274.341	1	0	0	1	1	1	0.611
279.066	200	71	278.766	2	0	0	2	2	1	0.482
282.144	200	72	281.844	2	1	0	2	2	1	0.516
285.33	200	73	285.03	2	0	0	2	2	1	0.522
290.661	200	74	290.361	2	0	0	2	2	1	0.447
293.846	200	75	293.546	2	0	0	2	2	1	0.558
297.391	200	76	297.091	1	1	0	1	1	1	0.581
300.43	200	77	300.13	2	1	0	2	2	1	0.398
303.322	200	78	303.022	2	0	0	2	2	1	0.426
307.333	200	79	307.033	2	0	0	2	2	1	0.975
311.212	200	80	310.912	2	0	0	2	2	1	0.408
