onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	2	1	0	2	2	1	0.965
14.101	165	2	13.801	1	1	1	NaN	NaN	1	0
17.632	200	3	17.332	1	1	0	1	1	1	0.524
20.911	200	4	20.611	1	0	0	1	1	1	0.415
25.415	198	5	25.115	1	1	1	NaN	NaN	1	0
28.521	200	6	28.221	1	1	0	1	1	1	0.529
34.878	200	7	34.578	2	1	0	2	2	1	0.434
38.143	231	8	37.843	1	1	1	NaN	NaN	1	0
41.541	200	9	41.241	2	0	0	2	2	1	0.495
47.698	200	10	47.398	1	1	0	1	1	1	0.424
53.536	200	11	53.236	1	1	0	1	1	1	0.442
56.574	264	12	56.274	1	1	1	NaN	1	0	0.473
60.519	200	13	60.219	1	0	0	1	1	1	0.428
63.624	200	14	63.324	2	0	0	2	2	1	0.458
67.023	200	15	66.723	2	1	0	2	2	1	0.533
70.208	200	16	69.908	1	1	0	1	1	1	0.516
73.247	200	17	72.947	1	0	0	1	1	1	0.41
76.978	231	18	76.678	2	1	1	NaN	NaN	1	0
80.536	200	19	80.236	2	0	0	2	2	1	0.449
83.802	200	20	83.502	2	0	0	2	2	1	0.477
87.347	200	21	87.047	1	0	0	1	1	1	0.434
90.545	200	22	90.245	2	1	0	2	2	1	0.356
93.677	200	23	93.377	1	1	0	1	1	1	0.376
96.582	200	24	96.282	2	1	0	2	2	1	0.36
101.207	200	25	100.907	2	0	0	2	2	1	0.49
105.245	200	26	104.945	2	0	0	2	2	1	0.591
108.63	200	27	108.33	1	1	0	1	1	1	0.507
112.615	200	28	112.315	2	0	0	2	2	1	0.409
116.2	200	29	115.9	1	1	0	1	1	1	0.466
121.251	200	30	120.951	1	0	0	1	1	1	0.443
124.21	200	31	123.91	2	0	0	2	2	1	0.526
129.874	200	32	129.574	2	0	0	2	2	1	0.419
133.179	200	33	132.879	2	1	0	2	2	1	0.416
136.324	200	34	136.024	1	1	0	1	1	1	0.605
140.682	200	35	140.382	2	0	0	2	2	1	0.454
146.013	200	36	145.713	2	1	0	2	2	1	0.443
150.411	200	37	150.111	1	0	0	1	1	1	0.469
154.049	200	38	153.749	1	0	0	1	1	1	0.481
157.021	200	39	156.721	2	1	0	2	2	1	0.545
159.94	200	40	159.64	1	0	0	1	1	1	0.365
163.418	264	41	163.118	1	1	1	NaN	1	0	0.46
166.323	200	42	166.023	1	0	0	1	1	1	0.548
169.229	200	43	168.929	2	1	0	2	2	1	0.397
173.214	200	44	172.914	2	0	0	2	2	1	0.387
176.292	200	45	175.992	1	1	0	1	1	1	0.49
179.277	231	46	178.977	1	1	1	NaN	1	0	0.498
183.755	200	47	183.455	2	0	0	2	2	1	0.348
186.834	198	48	186.534	2	1	1	NaN	NaN	1	0
190.792	200	49	190.492	2	1	0	2	2	1	0.425
196.429	200	50	196.129	1	1	0	1	1	1	0.533
199.335	200	51	199.035	2	0	0	2	2	1	0.404
202.52	200	52	202.22	1	1	0	1	1	1	0.557
206.118	200	53	205.818	1	0	0	1	1	1	0.414
209.157	200	54	208.857	1	0	0	1	1	1	0.474
213.715	231	55	213.415	2	1	1	NaN	NaN	1	0
217.033	200	56	216.733	2	0	0	2	2	1	0.43
220.911	264	57	220.611	1	1	1	NaN	NaN	1	0
224.55	200	58	224.25	1	1	0	1	1	1	0.461
230.707	297	59	230.407	2	1	1	NaN	2	0	0.451
233.999	200	60	233.699	1	0	0	1	1	1	0.465
238.836	264	61	238.536	2	1	1	NaN	NaN	1	0
242.461	200	62	242.161	1	1	0	1	1	1	0.447
245.393	200	63	245.093	1	0	0	1	1	1	0.517
248.579	200	64	248.279	1	0	0	1	1	1	0.443
254.189	297	65	253.889	1	1	1	NaN	1	0	0.422
257.828	200	66	257.528	2	0	0	2	2	1	0.391
261.839	200	67	261.539	2	0	0	2	2	1	0.386
264.798	264	68	264.498	2	1	1	NaN	NaN	1	0
268.663	200	69	268.363	1	1	0	1	1	1	0.426
271.608	297	70	271.308	2	1	1	NaN	2	0	0.479
275.073	200	71	274.773	2	1	0	2	2	1	0.464
278.591	200	72	278.291	1	0	0	1	1	1	0.441
283.016	200	73	282.716	2	1	0	2	2	1	0.504
287.334	200	74	287.034	2	1	0	2	2	1	0.377
290.572	200	75	290.272	2	1	0	2	2	1	0.349
297.623	200	76	297.323	2	1	0	2	2	1	0.553
301.727	200	77	301.427	1	1	0	1	1	1	0.418
304.739	264	78	304.439	2	1	1	NaN	2	0	0.447
309.177	200	79	308.877	2	1	0	2	2	1	0.495
312.069	200	80	311.769	1	0	0	1	1	1	0.423
