onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	2	0	0	2	2	1	0.603
16.366	200	2	16.066	1	0	0	1	NaN	0	0
19.472	165	3	19.172	1	1	1	NaN	1	0	0.404
23.11	132	4	22.81	1	1	1	NaN	NaN	1	0
26.762	200	5	26.462	2	1	0	2	2	1	0.434
30.867	165	6	30.567	1	1	1	NaN	NaN	1	0
35.345	200	7	35.045	2	0	0	2	2	1	0.659
38.89	200	8	38.59	2	0	0	2	2	1	0.442
42.768	200	9	42.468	1	1	0	1	1	1	0.708
48.606	198	10	48.306	2	1	1	NaN	2	0	0.502
52.057	200	11	51.757	1	0	0	1	1	1	0.555
56.482	200	12	56.182	1	0	0	1	1	1	0.682
59.961	165	13	59.661	2	1	1	NaN	2	0	0.555
63.919	132	14	63.619	1	1	1	NaN	NaN	1	0
67.317	200	15	67.017	1	0	0	1	1	1	0.543
70.289	200	16	69.989	2	0	0	2	2	1	0.339
73.688	200	17	73.388	2	1	0	2	2	1	0.484
79.325	200	18	79.025	1	0	0	1	1	1	0.591
83.83	200	19	83.53	1	1	0	1	1	1	0.614
86.762	200	20	86.462	2	0	0	2	2	1	0.442
90.347	200	21	90.047	1	1	0	1	1	1	0.553
93.386	200	22	93.086	1	1	0	1	1	1	0.562
96.664	200	23	96.364	1	1	0	1	1	1	0.444
103.022	200	24	102.722	1	1	0	1	1	1	0.382
105.927	165	25	105.627	1	1	1	NaN	1	0	0.421
109.032	200	26	108.732	2	0	0	2	2	1	0.604
112.338	200	27	112.038	1	1	0	1	1	1	0.522
115.936	200	28	115.636	1	1	0	1	1	1	0.54
118.948	200	29	118.648	2	0	0	2	2	1	0.68
122.133	200	30	121.833	1	0	0	1	1	1	0.495
125.172	200	31	124.872	2	1	0	2	2	1	0.408
129.157	132	32	128.857	2	1	1	NaN	2	0	0.439
133.035	200	33	132.735	1	0	0	1	1	1	0.504
135.994	200	34	135.694	2	1	0	2	2	1	0.506
140.392	99	35	140.092	1	1	1	NaN	1	0	0.651
143.937	200	36	143.637	2	1	0	2	2	1	0.642
146.856	66	37	146.556	1	1	1	NaN	NaN	1	0
150.801	200	38	150.501	1	0	0	1	1	1	0.514
155.359	200	39	155.059	2	0	0	2	2	1	0.628
158.624	200	40	158.324	1	1	0	1	1	1	0.491
161.529	200	41	161.229	2	1	0	2	2	1	0.506
165.048	200	42	164.748	1	0	0	1	1	1	0.587
169.886	200	43	169.586	2	0	0	2	2	1	0.453
172.844	99	44	172.544	2	1	1	NaN	NaN	1	0
176.163	200	45	175.863	2	1	0	2	2	1	0.432
180.481	200	46	180.181	1	0	0	1	1	1	0.514
186.078	200	47	185.778	2	1	0	2	2	1	0.501
190.703	200	48	190.403	2	1	0	2	2	1	0.684
193.888	200	49	193.588	1	0	0	1	1	1	0.451
196.994	200	50	196.694	1	0	0	1	1	1	0.489
199.912	200	51	199.612	2	0	0	2	2	1	0.459
202.991	200	52	202.691	1	1	0	1	1	1	0.516
207.349	132	53	207.049	2	1	1	NaN	NaN	1	0
210.907	200	54	210.607	2	1	0	2	2	1	0.528
213.8	200	55	213.5	2	0	0	2	2	1	0.683
216.878	200	56	216.578	2	0	0	2	2	1	0.453
220.916	200	57	220.616	2	0	0	2	2	1	0.399
226.247	200	58	225.947	2	0	0	2	2	1	0.484
229.633	200	59	229.333	2	1	0	2	2	1	0.394
232.778	200	60	232.478	2	0	0	2	2	1	0.369
238.442	165	61	238.142	2	1	1	NaN	2	0	0.385
242.067	132	62	241.767	1	1	1	NaN	NaN	1	0
244.986	200	63	244.686	2	1	0	2	NaN	0	0
248.877	200	64	248.577	1	1	0	1	1	1	0.454
251.823	200	65	251.523	1	1	0	1	1	1	0.508
254.861	200	66	254.561	1	0	0	1	1	1	0.494
258.047	200	67	257.747	2	0	0	2	2	1	0.404
262.058	200	68	261.758	1	0	0	1	1	1	0.401
265.79	200	69	265.49	2	1	0	2	2	1	0.405
269.055	165	70	268.755	2	1	1	NaN	2	0	0.46
273.493	200	71	273.193	1	1	0	1	1	1	0.566
278.544	200	72	278.244	1	0	0	1	1	1	0.459
281.73	200	73	281.43	1	0	0	1	1	1	0.409
285.381	200	74	285.081	2	1	0	2	2	1	0.454
292.432	200	75	292.132	1	1	0	1	1	1	0.459
296.417	200	76	296.117	2	1	0	2	2	1	0.474
299.548	200	77	299.248	2	1	0	2	2	1	0.455
302.774	200	78	302.474	1	1	0	1	1	1	0.437
305.759	132	79	305.459	2	1	1	NaN	2	0	0.42
309.051	200	80	308.751	1	1	0	1	1	1	0.568
