onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	165	1	9.909	1	1	1	NaN	NaN	1	0
13.128	198	2	12.828	2	1	1	NaN	NaN	1	0
16.753	200	3	16.453	1	0	0	1	1	1	0.438
19.725	200	4	19.425	2	1	0	2	2	1	0.498
22.857	231	5	22.557	2	1	1	NaN	2	0	0.446
26.322	200	6	26.022	1	1	0	1	1	1	0.437
32.679	200	7	32.379	2	0	0	2	2	1	0.584
36.558	200	8	36.258	1	0	0	1	1	1	0.401
39.756	200	9	39.456	2	0	0	2	2	1	0.435
43.142	200	10	42.842	1	1	0	1	1	1	0.521
47.127	198	11	46.827	1	1	1	NaN	NaN	1	0
51.605	200	12	51.305	1	1	0	1	1	1	0.49
54.643	200	13	54.343	2	0	0	2	2	1	0.516
57.589	200	14	57.289	1	1	0	1	1	1	0.514
62.64	200	15	62.34	1	1	0	1	1	1	0.495
65.572	200	16	65.272	1	0	0	1	1	1	0.411
70.13	200	17	69.83	1	0	0	1	1	1	0.373
73.235	231	18	72.935	1	1	1	NaN	1	0	0.492
76.767	200	19	76.467	1	1	0	1	1	1	0.456
79.712	200	20	79.412	1	0	0	1	1	1	0.335
84.137	198	21	83.837	1	1	1	NaN	1	0	0.486
87.536	200	22	87.236	2	1	0	2	2	1	0.447
93.173	200	23	92.873	1	0	0	1	2	0	0.306
96.652	200	24	96.352	2	1	0	2	2	1	0.475
100.543	165	25	100.243	1	1	1	NaN	NaN	1	0
104.182	200	26	103.882	1	0	0	1	1	1	0.553
107.914	200	27	107.614	2	1	0	2	2	1	0.437
111.059	198	28	110.759	2	1	1	NaN	NaN	1	0
114.351	200	29	114.051	2	1	0	2	2	1	0.536
117.27	231	30	116.97	1	1	1	NaN	1	0	0.425
121.228	200	31	120.928	2	1	0	2	2	1	0.595
125.546	200	32	125.246	2	1	0	2	2	1	0.469
128.731	200	33	128.431	2	0	0	2	2	1	0.396
131.81	200	34	131.51	2	0	0	2	2	1	0.405
134.889	200	35	134.589	2	0	0	2	2	1	0.326
138.9	200	36	138.6	1	0	0	1	1	1	0.523
142.099	200	37	141.799	1	0	0	1	1	1	0.476
145.058	200	38	144.758	2	0	0	2	2	1	0.493
148.603	198	39	148.303	2	1	1	NaN	2	0	0.396
152.161	200	40	151.861	2	0	0	2	2	1	0.366
155.746	165	41	155.446	2	1	1	NaN	NaN	1	0
160.184	200	42	159.884	2	1	0	2	2	1	0.439
167.235	200	43	166.935	1	1	0	1	1	1	0.476
170.247	200	44	169.947	2	1	0	2	2	1	0.384
173.139	200	45	172.839	2	0	0	2	2	1	0.452
178.47	200	46	178.17	2	1	0	2	2	1	0.441
182.455	200	47	182.155	2	0	0	2	2	1	0.416
185.76	200	48	185.46	1	0	0	1	1	1	0.583
189.398	200	49	189.098	2	0	0	2	2	1	0.665
193.437	200	50	193.137	2	0	0	2	2	1	0.362
196.702	200	51	196.402	1	1	0	1	1	1	0.593
202.859	200	52	202.559	2	1	0	2	2	1	0.428
207.484	198	53	207.184	1	1	1	NaN	1	0	0.419
210.589	200	54	210.289	1	1	0	1	1	1	0.498
213.628	200	55	213.328	1	0	0	1	1	1	0.419
219.225	200	56	218.925	1	1	0	1	1	1	0.454
222.131	200	57	221.831	1	1	0	1	1	1	0.468
225.036	200	58	224.736	2	0	0	2	2	1	0.379
231.194	200	59	230.894	1	0	0	1	2	0	0.325
236.032	200	60	235.732	2	1	0	2	2	1	0.503
239.55	200	61	239.25	1	1	0	1	1	1	0.633
245.387	200	62	245.087	2	0	0	2	2	1	0.372
251.052	200	63	250.752	1	0	0	1	1	1	0.419
254.09	200	64	253.79	1	1	0	1	1	1	0.517
257.076	200	65	256.776	1	1	0	1	1	1	0.515
261.434	200	66	261.134	2	0	0	2	2	1	0.445
264.832	200	67	264.532	1	1	0	1	1	1	0.495
268.111	165	68	267.811	2	1	1	NaN	NaN	1	0
272.003	200	69	271.703	2	1	0	2	2	1	0.524
276.108	200	70	275.808	1	0	0	1	1	1	0.491
279.026	198	71	278.726	1	1	1	NaN	NaN	1	0
282.665	200	72	282.365	1	0	0	1	1	1	0.518
285.77	200	73	285.47	2	0	0	2	2	1	0.477
288.955	200	74	288.655	2	1	0	2	2	1	0.444
293.353	231	75	293.053	2	1	1	NaN	2	0	0.51
297.325	200	76	297.025	2	1	0	2	2	1	0.474
300.564	200	77	300.264	2	1	0	2	2	1	0.595
303.829	198	78	303.529	2	1	1	NaN	2	0	0.394
307.147	200	79	306.847	1	0	0	1	1	1	0.501
311.652	200	80	311.352	1	1	0	1	1	1	0.387
