onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	165	1	9.909	1	1	1	NaN	NaN	1	0
13.86	200	2	13.56	2	0	0	2	2	1	0.404
17.126	200	3	16.826	2	0	0	2	2	1	0.362
20.431	198	4	20.131	2	1	1	NaN	2	0	0.449
23.749	200	5	23.449	1	0	0	1	1	1	0.443
27.481	200	6	27.181	1	0	0	1	1	1	0.439
30.587	200	7	30.287	2	0	0	2	2	1	0.637
34.625	165	8	34.325	2	1	1	NaN	NaN	1	0
39.076	200	9	38.776	1	0	0	1	1	1	0.356
42.275	198	10	41.975	2	1	1	NaN	NaN	1	0
46.22	200	11	45.92	1	1	0	1	1	1	0.476
49.125	200	12	48.825	1	1	0	1	1	1	0.459
54.963	200	13	54.663	1	0	0	1	1	1	0.469
59.8	200	14	59.5	2	0	0	2	2	1	0.424
65.465	200	15	65.165	2	1	0	2	2	1	0.655
68.357	200	16	68.057	2	0	0	2	2	1	0.371
71.742	200	17	71.442	1	1	0	1	1	1	0.418
74.781	200	18	74.481	2	1	0	2	2	1	0.411
77.926	200	19	77.626	2	1	0	2	2	1	0.402
81.058	200	20	80.758	2	0	0	2	2	1	0.446
84.136	200	21	83.836	2	1	0	2	2	1	0.536
88.535	200	22	88.235	1	0	0	1	1	1	0.401
91.573	200	23	91.273	1	1	0	1	1	1	0.403
96.624	231	24	96.324	2	1	1	NaN	2	0	0.408
100.25	198	25	99.95	2	1	1	NaN	NaN	1	0
104.128	200	26	103.828	2	0	0	2	2	1	0.424
109.459	200	27	109.159	1	0	0	1	1	1	0.469
112.564	200	28	112.264	1	0	0	1	1	1	0.308
117.122	200	29	116.822	1	1	0	1	1	1	0.454
120.401	200	30	120.101	2	0	0	2	2	1	0.423
123.586	200	31	123.286	1	1	0	1	1	1	0.398
126.598	231	32	126.298	1	1	1	NaN	1	0	0.458
130.236	200	33	129.936	2	1	0	2	2	1	0.38
134.221	200	34	133.921	1	1	0	1	1	1	0.627
137.167	200	35	136.867	2	1	0	2	2	1	0.465
140.685	200	36	140.385	1	1	0	1	1	1	0.483
143.671	200	37	143.371	2	0	0	2	2	1	0.441
147.216	200	38	146.916	2	0	0	2	2	1	0.472
150.801	200	39	150.501	1	0	0	1	1	1	0.503
153.759	198	40	153.459	1	1	1	NaN	1	0	0.473
157.718	200	41	157.418	1	0	0	1	1	1	0.394
160.916	200	42	160.616	1	1	0	1	1	1	0.508
163.942	200	43	163.642	2	1	0	2	2	1	0.482
166.874	200	44	166.574	1	1	0	1	1	1	0.486
170.859	200	45	170.559	2	1	0	2	2	1	0.437
175.483	200	46	175.183	1	1	0	1	1	1	0.445
181.841	200	47	181.541	2	0	0	2	2	1	0.415
184.799	200	48	184.499	2	1	0	2	2	1	0.385
188.038	165	49	187.738	1	1	1	NaN	1	0	0.386
191.143	200	50	190.843	2	1	0	2	2	1	0.385
194.408	200	51	194.108	2	0	0	2	2	1	0.44
197.487	200	52	197.187	2	1	0	2	2	1	0.409
201.592	200	53	201.292	1	1	0	1	1	1	0.416
205.95	200	54	205.65	1	0	0	1	1	1	0.378
210.455	132	55	210.155	1	1	1	NaN	NaN	1	0
213.374	165	56	213.074	2	1	1	NaN	NaN	1	0
216.945	200	57	216.645	1	0	0	1	1	1	0.407
222.543	200	58	222.243	1	0	0	1	1	1	0.369
226.181	200	59	225.881	2	1	0	2	2	1	0.467
231.819	198	60	231.519	1	1	1	NaN	1	0	0.437
236.284	200	61	235.984	1	0	0	1	1	1	0.324
239.202	200	62	238.902	1	1	0	1	1	1	0.438
242.134	165	63	241.834	1	1	1	NaN	NaN	1	0
245.533	200	64	245.233	2	1	0	2	2	1	0.403
249.424	198	65	249.124	2	1	1	NaN	NaN	1	0
252.89	200	66	252.59	1	1	0	1	1	1	0.43
255.795	200	67	255.495	1	0	0	1	1	1	0.365
260.22	200	68	259.92	2	1	0	2	2	1	0.38
267.27	200	69	266.97	1	0	0	1	1	1	0.386
270.748	200	70	270.448	2	0	0	2	2	1	0.412
274.134	231	71	273.834	1	1	1	NaN	1	0	0.45
277.679	200	72	277.379	1	0	0	1	1	1	0.361
280.651	200	73	280.351	1	1	0	1	1	1	0.517
284.249	200	74	283.949	2	0	0	2	2	1	0.351
290.407	200	75	290.107	2	0	0	2	1	0	0.217
294.285	200	76	293.985	2	0	0	2	2	1	0.363
298.296	200	77	297.996	2	1	0	2	2	1	0.408
301.482	200	78	301.182	2	1	0	2	2	1	0.398
305.8	198	79	305.5	2	1	1	NaN	NaN	1	0
309.092	200	80	308.792	1	1	0	1	1	1	0.5
