onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	1	1	0	1	1	1	0.557
16.566	200	2	16.266	1	0	0	1	1	1	0.552
19.524	200	3	19.224	1	1	0	1	1	1	0.594
22.43	200	4	22.13	1	1	0	1	1	1	0.416
26.788	200	5	26.488	2	1	0	2	2	1	0.418
29.973	165	6	29.673	1	1	1	NaN	NaN	1	0
33.612	200	7	33.312	1	1	0	1	1	1	0.61
37.597	200	8	37.297	2	0	0	2	2	1	0.497
40.902	200	9	40.602	2	0	0	2	2	1	0.376
44.087	200	10	43.787	1	0	0	1	1	1	0.343
47.726	200	11	47.426	1	0	0	1	2	0	0.288
52.15	200	12	51.85	2	0	0	2	2	1	0.488
55.096	200	13	54.796	1	1	0	1	1	1	0.382
58.374	198	14	58.074	1	1	1	NaN	NaN	1	0
61.293	200	15	60.993	1	0	0	1	1	1	0.729
66.131	231	16	65.831	1	1	1	NaN	NaN	1	0
69.25	200	17	68.95	1	1	0	1	1	1	1.156
75.407	200	18	75.107	1	0	0	1	1	1	0.751
81.005	200	19	80.705	1	1	0	1	1	1	0.433
86.842	200	20	86.542	2	0	0	2	2	1	0.588
90.88	264	21	90.58	2	1	1	NaN	2	0	0.454
94.345	231	22	94.045	2	1	1	NaN	NaN	1	0
98.304	264	23	98.004	1	1	1	NaN	NaN	1	0
101.702	200	24	101.402	2	0	0	2	2	1	0.64
107.859	200	25	107.559	2	0	0	2	2	1	0.627
113.191	200	26	112.891	1	0	0	1	1	1	0.431
116.296	200	27	115.996	2	0	0	2	2	1	0.67
119.561	200	28	119.261	1	0	0	1	NaN	0	0
123.04	297	29	122.74	1	1	1	NaN	NaN	1	0
126.691	330	30	126.391	2	1	1	NaN	2	0	0.475
130.57	200	31	130.27	1	0	0	1	1	1	0.668
133.542	200	32	133.242	1	1	0	1	1	1	0.656
136.554	200	33	136.254	1	1	0	1	1	1	0.5
139.592	200	34	139.292	2	0	0	2	2	1	0.478
143.137	200	35	142.837	1	1	0	1	1	1	0.333
146.736	200	36	146.436	1	0	0	1	1	1	0.51
149.841	200	37	149.541	2	1	0	2	2	1	0.421
153.08	200	38	152.78	1	1	0	1	1	1	0.318
156.065	200	39	155.765	2	1	0	2	2	1	0.349
159.197	200	40	158.897	1	0	0	1	1	1	0.401
162.103	200	41	161.803	1	1	0	1	1	1	0.415
167.167	297	42	166.867	2	1	1	NaN	2	0	0.479
170.486	200	43	170.186	2	1	0	2	2	1	0.864
177.536	200	44	177.236	2	0	0	2	2	1	0.598
181.414	200	45	181.114	2	1	0	2	2	1	0.672
185.519	200	46	185.219	2	1	0	2	2	1	0.679
189.917	200	47	189.617	2	1	0	2	2	1	0.473
192.809	200	48	192.509	2	0	0	2	2	1	0.781
195.888	200	49	195.588	1	0	0	1	1	1	0.83
199.087	264	50	198.787	1	1	1	NaN	1	0	0.487
203.551	200	51	203.251	2	1	0	2	2	1	0.479
208.176	200	52	207.876	2	1	0	2	1	0	0.782
213.813	200	53	213.513	2	1	0	2	2	1	0.977
217.705	200	54	217.405	2	1	0	2	2	1	0.829
220.624	200	55	220.324	2	1	0	2	2	1	0.438
224.142	200	56	223.842	2	0	0	2	2	1	0.392
228.154	200	57	227.854	2	1	0	2	2	1	0.668
231.299	200	58	230.999	2	1	0	2	2	1	0.459
235.617	200	59	235.317	2	1	0	2	2	1	0.405
238.883	200	60	238.583	1	1	0	1	1	1	0.587
241.921	200	61	241.621	1	1	0	1	1	1	0.509
244.827	200	62	244.527	1	0	0	1	1	1	0.915
248.558	231	63	248.258	1	1	1	NaN	NaN	1	0
252.517	200	64	252.217	2	0	0	2	NaN	0	0
256.102	200	65	255.802	1	0	0	1	1	1	0.416
260.66	200	66	260.36	2	0	0	2	2	1	0.45
263.739	200	67	263.439	1	1	0	1	1	1	0.555
266.671	264	68	266.371	2	1	1	NaN	2	0	0.551
271.109	200	69	270.809	1	0	0	1	1	1	0.721
275.613	200	70	275.313	1	0	0	1	NaN	0	0
278.652	200	71	278.352	2	1	0	2	2	1	0.538
282.637	231	72	282.337	2	1	1	NaN	2	0	0.473
286.262	200	73	285.962	2	0	0	2	2	1	0.728
291.926	198	74	291.626	1	1	1	NaN	NaN	1	0
295.458	200	75	295.158	2	0	0	2	2	1	0.516
298.843	200	76	298.543	1	1	0	1	1	1	0.675
301.789	231	77	301.489	2	1	1	NaN	2	0	0.425
305.347	200	78	305.047	1	0	0	1	2	0	0.667
308.546	198	79	308.246	2	1	1	NaN	NaN	1	0
311.824	200	80	311.524	2	0	0	2	2	1	0.503
