onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.208	200	1	9.908	2	0	0	2	2	1	0.637
13.594	200	2	13.294	2	1	0	2	2	1	0.683
16.486	200	3	16.186	2	0	0	2	2	1	0.599
20.364	200	4	20.064	2	0	0	2	2	1	0.601
23.629	200	5	23.329	2	1	0	2	2	1	0.544
26.775	200	6	26.475	1	0	0	1	1	1	0.582
29.973	200	7	29.673	2	1	0	2	2	1	0.576
34.371	165	8	34.071	2	1	1	NaN	1	0	0.426
37.85	200	9	37.55	1	0	0	1	2	0	0.475
42.354	200	10	42.054	1	1	0	1	2	0	0.379
45.38	200	11	45.08	1	0	0	1	1	1	0.474
48.352	200	12	48.052	1	1	0	1	1	1	0.509
53.403	200	13	53.103	1	1	0	1	1	1	0.586
56.442	132	14	56.142	1	1	1	NaN	1	0	0.451
60.067	200	15	59.767	2	1	0	2	2	1	0.666
63.585	200	16	63.285	1	0	0	1	2	0	0.308
67.223	200	17	66.923	2	0	0	2	2	1	0.646
72.888	200	18	72.588	2	0	0	2	2	1	0.509
75.846	200	19	75.546	1	0	0	1	1	1	0.631
78.752	99	20	78.452	1	1	1	NaN	NaN	1	0
83.243	200	21	82.943	1	0	0	1	1	1	0.65
86.722	132	22	86.422	2	1	1	NaN	2	0	0.691
90.027	99	23	89.727	2	1	1	NaN	NaN	1	0
94.465	132	24	94.165	1	1	1	NaN	NaN	1	0
98.423	200	25	98.123	1	0	0	1	1	1	0.566
102.155	165	26	101.855	1	1	1	NaN	NaN	1	0
105.26	200	27	104.96	2	1	0	2	NaN	0	0
108.499	200	28	108.199	2	0	0	2	2	1	0.714
112.537	200	29	112.237	1	1	0	1	NaN	0	0
115.522	200	30	115.222	2	0	0	2	NaN	0	0
118.601	198	31	118.301	2	1	1	NaN	NaN	1	0
122.159	231	32	121.859	1	1	1	NaN	NaN	1	0
125.078	200	33	124.778	2	0	0	2	2	1	0.607
131.235	200	34	130.935	2	0	0	2	2	1	0.61
134.314	200	35	134.014	1	0	0	1	1	1	0.867
137.273	200	36	136.973	2	0	0	2	2	1	0.42
140.858	200	37	140.558	1	1	0	1	1	1	0.531
143.79	200	38	143.49	1	1	0	1	1	1	0.623
149.627	200	39	149.327	1	0	0	1	1	1	0.586
152.733	200	40	152.433	1	0	0	1	1	1	0.424
155.931	200	41	155.631	2	1	0	2	2	1	0.602
159.916	200	42	159.616	2	1	0	2	2	1	0.577
163.181	200	43	162.881	1	1	0	1	1	1	0.584
166.087	200	44	165.787	2	1	0	2	2	1	0.534
169.005	200	45	168.705	1	1	0	1	1	1	0.544
175.363	200	46	175.063	2	0	0	2	2	1	0.642
178.761	200	47	178.461	1	0	0	1	1	1	0.612
183.599	264	48	183.299	2	1	1	NaN	2	0	0.518
187.477	200	49	187.177	1	1	0	1	1	1	0.72
190.489	200	50	190.189	1	1	0	1	1	1	0.54
193.435	200	51	193.135	2	1	0	2	1	0	0.458
196.62	200	52	196.32	1	0	0	1	1	1	0.585
199.725	200	53	199.425	2	0	0	2	2	1	0.52
203.737	200	54	203.437	1	1	0	1	1	1	0.532
207.722	200	55	207.422	1	0	0	1	1	1	0.627
212.147	200	56	211.847	1	1	0	1	1	1	0.586
216.505	200	57	216.205	2	0	0	2	2	1	0.468
220.05	200	58	219.75	2	0	0	2	2	1	0.555
225.381	231	59	225.081	2	1	1	NaN	2	0	0.6
229.339	198	60	229.039	1	1	1	NaN	NaN	1	0
232.991	231	61	232.691	2	1	1	NaN	NaN	1	0
236.616	200	62	236.316	2	1	0	2	2	1	0.548
243.666	200	63	243.366	2	1	0	2	2	1	0.49
247.771	200	64	247.471	1	0	0	1	1	1	0.537
252.329	264	65	252.029	1	1	1	NaN	NaN	1	0
255.847	200	66	255.547	1	1	0	1	1	1	0.597
258.753	200	67	258.453	1	0	0	1	1	1	0.747
261.791	200	68	261.491	2	1	0	2	NaN	0	0
265.683	200	69	265.383	1	1	0	1	1	1	0.545
269.281	297	70	268.981	2	1	1	NaN	2	0	0.683
272.573	200	71	272.273	1	0	0	1	1	1	1.047
278.171	200	72	277.871	2	1	0	2	NaN	0	0
283.808	200	73	283.508	2	1	0	2	NaN	0	0
286.94	200	74	286.64	2	1	0	2	2	1	0.456
291.565	264	75	291.265	1	1	1	NaN	2	0	0.351
294.963	200	76	294.663	2	0	0	2	2	1	0.489
298.269	200	77	297.969	1	1	0	1	1	1	0.663
301.547	200	78	301.247	2	1	0	2	2	1	0.545
305.865	200	79	305.565	2	0	0	2	2	1	0.579
309.051	200	80	308.751	1	1	0	1	1	1	0.681
