onset	duration	trialid	cue_onset	arr_dir	cue_id	gng_id	corr_resp	response	correctness	rt
10.209	200	1	9.909	2	1	0	2	2	1	0.474
17.259	200	2	16.959	2	1	0	2	2	1	0.504
20.178	200	3	19.878	1	0	0	1	1	1	0.393
23.363	200	4	23.063	2	1	0	2	2	1	0.4
26.628	200	5	26.328	2	1	0	2	2	1	0.527
30.52	200	6	30.22	1	1	0	1	1	1	0.555
33.425	200	7	33.125	1	1	0	1	1	1	0.61
39.582	200	8	39.282	1	1	0	1	1	1	0.549
44.634	200	9	44.334	1	0	0	1	1	1	0.385
49.138	200	10	48.838	2	0	0	2	1	0	0.393
52.523	165	11	52.223	1	1	1	NaN	1	0	0.415
56.162	200	12	55.862	1	0	0	1	1	1	0.561
59.267	132	13	58.967	1	1	1	NaN	1	0	0.607
63.225	200	14	62.925	1	1	0	1	1	1	0.697
66.251	99	15	65.951	2	1	1	NaN	NaN	1	0
70.222	200	16	69.922	1	0	0	1	1	1	0.477
74.647	200	17	74.347	2	0	0	2	2	1	0.387
80.804	132	18	80.504	1	1	1	NaN	NaN	1	0
84.336	165	19	84.036	2	1	1	NaN	NaN	1	0
87.655	200	20	87.355	1	1	0	1	1	1	0.619
91.64	200	21	91.34	2	0	0	2	2	1	0.426
95.651	198	22	95.351	2	1	1	NaN	2	0	0.487
99.276	165	23	98.976	1	1	1	NaN	NaN	1	0
102.928	200	24	102.628	2	1	0	2	2	1	0.498
107.553	200	25	107.253	1	1	0	1	1	1	0.689
110.565	200	26	110.265	2	1	0	2	2	1	0.429
113.75	198	27	113.45	2	1	1	NaN	2	0	0.502
117.042	200	28	116.742	2	1	0	2	2	1	0.368
121.027	200	29	120.727	2	0	0	2	2	1	0.375
124.612	200	30	124.312	2	0	0	2	2	1	0.366
127.877	200	31	127.577	1	0	0	1	2	0	0.365
131.356	200	32	131.056	2	0	0	2	2	1	0.358
134.541	165	33	134.241	2	1	1	NaN	NaN	1	0
138.099	200	34	137.799	1	1	0	1	1	1	0.567
141.005	200	35	140.705	1	1	0	1	2	0	0.309
143.99	200	36	143.69	1	1	0	1	1	1	0.884
147.589	200	37	147.289	1	0	0	1	1	1	0.533
150.627	200	38	150.327	1	1	0	1	1	1	0.511
153.666	200	39	153.366	1	0	0	1	1	1	0.312
156.638	198	40	156.338	2	1	1	NaN	NaN	1	0
161.076	200	41	160.776	2	0	0	2	2	1	0.438
165.114	231	42	164.814	1	1	1	NaN	NaN	1	0
168.046	200	43	167.746	1	1	0	1	1	1	0.556
174.404	200	44	174.104	2	0	0	2	2	1	0.534
177.709	200	45	177.409	2	0	0	2	2	1	0.565
180.667	200	46	180.367	1	0	0	1	2	0	0.367
183.573	200	47	183.273	1	0	0	1	2	0	0.437
189.17	200	48	188.87	1	0	0	1	2	0	0.352
192.129	200	49	191.829	2	0	0	2	2	1	0.625
195.208	200	50	194.908	1	1	0	1	1	1	0.49
201.045	264	51	200.745	1	1	1	NaN	1	0	0.669
204.43	200	52	204.13	2	1	0	2	2	1	0.54
208.829	200	53	208.529	2	0	0	2	2	1	0.469
214.16	200	54	213.86	1	1	0	1	2	0	0.458
217.438	200	55	217.138	1	0	0	1	2	0	0.38
220.637	200	56	220.337	2	1	0	2	2	1	0.501
223.875	231	57	223.575	2	1	1	NaN	1	0	0.487
227.341	200	58	227.041	2	0	0	2	2	1	0.493
230.886	198	59	230.586	1	1	1	NaN	NaN	1	0
235.364	200	60	235.064	2	0	0	2	2	1	0.478
239.242	200	61	238.942	1	1	0	1	1	1	0.544
242.187	231	62	241.887	1	1	1	NaN	NaN	1	0
245.293	200	63	244.993	2	1	0	2	2	1	0.493
250.93	200	64	250.63	1	0	0	1	1	1	0.976
254.662	200	65	254.362	1	0	0	1	2	0	0.501
258.3	200	66	258	1	0	0	1	1	1	0.662
263.138	200	67	262.838	2	0	0	2	2	1	1.048
266.537	200	68	266.237	2	1	0	2	2	1	0.529
269.682	200	69	269.382	1	1	0	1	1	1	0.68
272.614	264	70	272.314	2	1	1	NaN	2	0	0.396
276.492	200	71	276.192	2	1	0	2	2	1	0.47
280.597	200	72	280.297	2	1	0	2	2	1	0.373
284.915	200	73	284.615	2	1	0	2	2	1	0.415
287.807	200	74	287.507	1	1	0	1	1	1	0.515
292.166	200	75	291.866	1	0	0	1	1	1	0.468
296.724	200	76	296.424	2	1	0	2	2	1	0.478
300.242	200	77	299.942	2	0	0	2	2	1	0.368
303.321	200	78	303.021	2	1	0	2	2	1	0.321
306.453	200	79	306.153	1	0	0	1	1	1	0.765
309.558	200	80	309.258	2	0	0	2	2	1	0.404
